Марка и модель,Выигрышная ставка,Записей о продаже,VIN,Пробег,Дата аукциона,Двигатель,Цвет,Коробка передач,Топливо,Привод,Ключи,Состояние,Место продажи,Стоимость ремонта,Рыночная стоимость,Документы,Тип повреждения,Основное повреждение,Второстепенное повреждение,Кузов
2009 Toyota Rav4,$ 4 100 USD,1,JTMBF33V89D017232,105 234 mi,14.05.2024 17:00 UTC,2.5l 4,Черный,Автоматическая,Бензин,Полный привод,Ключи присутствуют,двигатель запускается,""KANSAS CITY, KANSAS"",$ 0 USD,$ 8 700 USD,KS - DEALER ONLY CLEAN TITLE,Дилерские услуги Copart,Повреждение ходовой части,,
2014 Chevrolet Silverado C1500 Lt,$ 6 100 USD,1,3GCPCREH7EG448456,208 609 mi(подтвержден),14.05.2024 17:00 UTC,4.3l 6,Черный,Автоматическая,Бензин,задний привод,Ключи присутствуют,заводится и едет,""KANSAS CITY, MISSOURI"",$ 250 USD,$ 16 000 USD,MO - SALVAGE CERTIFICATE OF TITLE,Град,Град,,пикап экипажа
2019 Volkswagen Jetta S,$ 1 950 USD,1,3VWC57BU1KM170355,83 482 mi(подтвержден),14.05.2024 19:00 UTC,1.4l 4,Синий,Автоматическая,Бензин,передний привод,Ключи присутствуют,улучшенные транспортные средства,""PHOENIX, ARIZONA"",$ 13 076 USD,$ 15 250 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение передней части,Повреждение задней части,
2018 Hyundai Tucson Sport,$ 4 450 USD,1,KM8J33AL2JU741844,64 598 mi(подтвержден),14.05.2024 19:00 UTC,2.4l 4,Белый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""RANCHO CUCAMONGA, CALIFORNIA"",$ 17 715 USD,$ 16 300 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение стороны,,
2015 Lexus Gs 350,$ 10 900 USD,1,JTHBE1BL0FA014327,58 300 mi(подтвержден),14.05.2024 17:00 UTC,3.5l 6,Серебряный,Автоматическая,Бензин,задний привод,Ключи присутствуют,заводится и едет,""HASLET, TEXAS"",$ 19 275 USD,$ 17 050 USD,TX - CERTIFICATE OF TITLE,Град,Град,Незначительная вмятина/царапины,
2017 Toyota Corolla L,$ 5 500 USD,1,5YFBURHE8HP690583,93 555 mi(подтвержден),14.05.2024 17:00 UTC,1.8l 4,Белый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""HUEYTOWN, ALABAMA"",$ 13 485 USD,$ 13 625 USD,AL - CERT OF TITLE-SALVAGE TITLE,Столкновение,Повреждение передней части,,4-дверный седан
2010 Toyota Corolla Base,$ 2 000 USD,1,2T1BU4EEXAC518150,119 095 mi,14.05.2024 17:00 UTC,1.8l 4,Серый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""HOUSTON, TEXAS"",$ 9 064 USD,$ 9 775 USD,TX - SALVAGE VEHICLE TITLE,Столкновение,Повреждение задней части,Повреждение стороны,
2012 Kia Optima Lx,$ 525 USD,1,5XXGM4A74CG040106,192 489 mi(подтвержден),14.05.2024 17:00 UTC,2.4l 4,Бордовый,Автоматическая,Бензин,передний привод,Ключи присутствуют,улучшенные транспортные средства,""HAM LAKE, MINNESOTA"",$ 5 032 USD,$ 6 350 USD,MN - CERT OF TITLE-PRIOR SALVAGE,Столкновение,Опрокидывание/Перевертышь,,
2008 Chevrolet Tahoe K1500,$ 2 450 USD,1,1GNFK13018J179197,112 856 mi,14.05.2024 17:00 UTC,5.3l 8,Белый,Автоматическая,Этанолосодержащий бензин,4х4 с задним приводом,Ключи присутствуют,двигатель запускается,""ELGIN, ILLINOIS"",$ 0 USD,$ 9 625 USD,IL - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Повреждение стороны,
2022 Dodge Charger R/t,$ 11 200 USD,1,2C3CDXCT2NH248757,9 894 mi(подтвержден),14.05.2024 19:00 UTC,5.7l 8,Белый,Автоматическая,Бензин,задний привод,Ключи присутствуют,заводится и едет,""RANCHO CUCAMONGA, CALIFORNIA"",$ 35 816 USD,$ 37 350 USD,CA - SALVAGE CERTIFICATE,Неизвестно,Повсюду,Повреждение ходовой части,
2002 Lexus Ls 430,$ 625 USD,1,JTHBN30F620060611,133 544 mi,14.05.2024 17:00 UTC,4.3l 8,Черный,Автоматическая,Бензин,задний привод,Ключи присутствуют,заводится и едет,""KANSAS CITY, KANSAS"",$ 15 963 USD,$ 7 075 USD,KS - CERT OF TITLE-SALVAGE,Материальный ущерб,Повреждение передней части,,
2022 Tesla Model 3,$ 10 900 USD,1,5YJ3E1EC8NF260288,57 563 mi(подтвержден),14.05.2024 16:00 UTC,,Черный,Автоматическая,Электричество,Полный привод,Ключи присутствуют,заводится и едет,""FAIRBURN, GEORGIA"",$ 26 314 USD,$ 38 900 USD,GA - CERT OF TITLE-SALVAGE,Столкновение,Повреждение передней части,Повреждение задней части,
2014 Toyota 4runner Sr5,$ 4 400 USD,2,JTEZU5JR7E5074687,111 396 mi(подтвержден),14.05.2024 19:00 UTC,4.0l 6,Красный,Автоматическая,Бензин,задний привод,Ключи присутствуют,заводится и едет,""LAS VEGAS, NEVADA"",$ 20 939 USD,$ 19 850 USD,NV - SALVAGE TITLE,Столкновение,Опрокидывание/Перевертышь,,4-дверный спорт
2022 Chevrolet Tahoe K1500 Ls,$ 19 700 USD,1,1GNSKMEDXNR343365,54 794 mi(подтвержден),14.05.2024 19:00 UTC,5.3l 8,Серебряный,Автоматическая,Бензин,4х4 с задним приводом,Ключи присутствуют,заводится и едет,""LAS VEGAS, NEVADA"",$ 27 777 USD,$ 56 575 USD,NV - SALVAGE TITLE,Столкновение,Повреждение стороны,,
2013 Kia Soul,$ 1 650 USD,1,KNDJT2A56D7759024,31 606 mi(подтвержден),14.05.2024 17:00 UTC,1.6l 4,Серебряный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""ELGIN, ILLINOIS"",$ 8 296 USD,$ 13 850 USD,IL - SALVAGE CERTIFICATE,Столкновение,Повреждение стороны,Повреждение передней части,
2021 Tesla Model 3,$ 10 500 USD,1,5YJ3E1EB1MF073447,17 476 mi(подтвержден),14.05.2024 16:00 UTC,,Синий,Автоматическая,Электричество,Полный привод,,улучшенные транспортные средства,""PHOENIX, ARIZONA"",$ 28 800 USD,$ 31 450 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение передней части,,
2010 Lexus Is 350,$ 900 USD,1,JTHFE2C29A2500229,170 365 mi(подтвержден),14.05.2024 19:00 UTC,3.5l 6,Белый,Автоматическая,Бензин,задний привод,Ключи присутствуют,заводится и едет,""RANCHO CUCAMONGA, CALIFORNIA"",$ 10 608 USD,$ 12 275 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение задней части,Повреждение стороны,
2008 Buick Lucerne Cxs,$ 350 USD,1,1G4HE57Y28U160152,104 275 mi,14.05.2024 17:00 UTC,4.6l 8,Черный,Автоматическая,Бензин,передний привод,Ключи присутствуют,двигатель запускается,""MCFARLAND, WISCONSIN"",$ 5 909 USD,$ 4 425 USD,WI - JUNKED VEHICLE BILL OF SALE,Столкновение,Повреждение передней части,Повреждение стороны,
2006 Toyota Sienna Ce,$ 550 USD,1,5TDZA23C36S564639,291 674 mi,14.05.2024 17:00 UTC,3.3l 6,Синий,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""KANSAS CITY, KANSAS"",$ 5 265 USD,$ 5 813 USD,KS - CERT OF TITLE-SALVAGE,Столкновение,Град,Повреждение стороны,спортивная версия
2016 Lexus Gx 460,$ 19 400 USD,1,JTJBM7FX8G5134758,70 137 mi(подтвержден),14.05.2024 17:00 UTC,4.6l 8,Белый,Автоматическая,Бензин,Полный привод,Ключи присутствуют,заводится и едет,""HASLET, TEXAS"",$ 24 290 USD,$ 25 975 USD,TX - CERTIFICATE OF TITLE,Неизвестно,Незначительная вмятина/царапины,,
2010 Nissan Sentra 2.0,$ 1 150 USD,1,3N1AB6AP3AL606347,79 651 mi(подтвержден),14.05.2024 18:00 UTC,2.0l 4,Красный,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""BRIGHTON, COLORADO"",$ 5 180 USD,$ 5 325 USD,CO - PUBLIC - SALVAGE TITLE,Столкновение,Повреждение задней части,Повреждение стороны,
2017 Toyota Corolla L,$ 1 600 USD,1,2T1BURHE5HC928406,86 387 mi(подтвержден),14.05.2024 17:00 UTC,1.8l 4,Белый,Автоматическая,Бензин,передний привод,Ключи присутствуют,двигатель запускается,""HAM LAKE, MINNESOTA"",$ 12 799 USD,$ 13 975 USD,MN - CERT OF TITLE-SALVAGE,Столкновение,Повреждение передней части,,
2008 Jeep Grand Cherokee Limited,$ 425 USD,2,1J8HR58N28C162673,168 823 mi,14.05.2024 18:00 UTC,4.7l 8,Серебряный,Автоматическая,Бензин,4х4 с задним приводом,Ключи присутствуют,заводится и едет,""DENVER, COLORADO"",$ 5 307 USD,$ 6 700 USD,CO - PUBLIC - SALVAGE TITLE,Столкновение,Повреждение передней части,Град,4-дверный спорт
2012 Nissan Versa S,$ 600 USD,1,3N1CN7AP8CL905745,84 382 mi(подтвержден),14.05.2024 17:00 UTC,1.6l 4,Коричневый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""ELGIN, ILLINOIS"",$ 4 221 USD,$ 5 150 USD,IL - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Повреждение задней части,
2012 Nissan Murano S,$ 1 950 USD,1,JN8AZ1MW7CW222698,86 676 mi,14.05.2024 17:00 UTC,3.5l 6,Черный,Автоматическая,Бензин,Полный привод,Ключи присутствуют,заводится и едет,""ELGIN, ILLINOIS"",$ 7 174 USD,$ 5 975 USD,IL - SALVAGE CERTIFICATE,Столкновение,Повреждение задней части,Незначительная вмятина/царапины,
2023 Chevrolet Bolt Euv Lt,$ 8 400 USD,1,1G1FY6S07P4205023,4 571 mi(подтвержден),14.05.2024 16:00 UTC,,Черный,Автоматическая,Электричество,передний привод,Ключи присутствуют,двигатель запускается,""MARTINEZ, CALIFORNIA"",$ 19 076 USD,$ 23 075 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение задней части,Повреждение стороны,
2017 Honda Accord Lx,$ 7 600 USD,1,1HGCR2F32HA079369,28 688 mi(подтвержден),14.05.2024 17:00 UTC,2.4l 4,Серый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""HASLET, TEXAS"",$ 12 567 USD,$ 14 650 USD,TX - SALVAGE VEHICLE TITLE,Столкновение,Повреждение задней части,,
2015 Nissan Rogue Select S,$ 500 USD,1,JN8AS5MV6FW756153,,14.05.2024 17:00 UTC,2.5l 4,Синий,Автоматическая,Бензин,Полный привод,Ключи присутствуют,улучшенные транспортные средства,""MCFARLAND, WISCONSIN"",$ 10 931 USD,$ 8 175 USD,WI - JUNKED VEHICLE BILL OF SALE,Столкновение,Повреждение передней части,,
2015 Lexus Is 250,$ 4 650 USD,1,JTHBF1D29F5082345,186 816 mi(подтвержден),14.05.2024 17:00 UTC,2.5l 6,Серый,Автоматическая,Бензин,задний привод,Ключи присутствуют,заводится и едет,""HOUSTON, TEXAS"",$ 11 426 USD,$ 15 725 USD,TX - CERTIFICATE OF TITLE,Столкновение,Повреждение задней части,Повреждение передней части,
2006 Toyota Camry Solara Se,$ 400 USD,1,4T1FA38P26U106442,168 100 mi,14.05.2024 17:00 UTC,3.3l 6,Серебряный,Автоматическая,Бензин,передний привод,Ключи присутствуют,улучшенные транспортные средства,""HAM LAKE, MINNESOTA"",$ 8 134 USD,$ 6 425 USD,MN - PARTS VEHICLE BILL OF SALE,Столкновение,Повреждение передней части,Повреждение стороны,
2014 Nissan Rogue Select S,$ 1 250 USD,2,JN8AS5MT3EW601346,105 223 mi,14.05.2024 18:00 UTC,2.5l 4,Серый,Автоматическая,Бензин,передний привод,Ключи присутствуют,заводится и едет,""DENVER, FLORIDA"",$ 7 588 USD,$ 7 325 USD,FL - CERT OF TITLE SLVG REBUILDABLE,Столкновение,Повреждение задней части,,4-дверный спорт
