Марка и модель,Выигрышная ставка,Записей о продаже,VIN,Пробег,Дата аукциона,Двигатель,Кузов,Цвет,Топливо,Привод,Ключи,Состояние,Стоимость ремонта,Рыночная стоимость,Документы,Тип повреждения,Основное повреждение,Второстепенное повреждение,Коробка передач,Город,Штат
2002 Saab 9-5 Aero,$ 125 USD,1,YS3EH59G123041548,,15.05.2024 19:00 UTC,2.3l 4,стационарный (неподвижный),Серый,Бензин,передний привод,Ключи присутствуют,,$ 4 097 USD,$ 0 USD,NV - SALVAGE TITLE,Столкновение,Повреждение стороны,Повреждение передней части,,NORTH LAS VEGAS, NEVADA
2011 Kia Sorento Ex,$ 400 USD,2,5XYKU4A16BG019886,229 219 mi,15.05.2024 19:00 UTC,2.4l 4,,Серебряный,Бензин,передний привод,Ключи присутствуют,улучшенные транспортные средства,$ 7 472 USD,$ 5 625 USD,WA - BILL OF SALE,Неизвестно,Повреждение передней части,,Автоматическая,AIRWAY HEIGHTS, WASHINGTON
2009 Hyundai Elantra Gls,$ 500 USD,3,KMHDU46DX9U824533,129 139 mi,15.05.2024 19:00 UTC,2.0l 4,,Зеленый,Бензин,передний привод,Ключи присутствуют,заводится и едет,$ 4 360 USD,$ 7 250 USD,OR - LIEN PAPERS SALVAGE,Материальный ущерб,Повреждение передней части,Повреждение стороны,Автоматическая,PORTLAND, OREGON
2022 Mitsubishi Outlander Es,$ 11 200 USD,1,JA4J4TA89NZ008030,50 099 mi,15.05.2024 19:00 UTC,2.5l 4,,Серебряный,Бензин,Полный привод,Ключи присутствуют,двигатель запускается,$ 26 484 USD,$ 24 125 USD,NV - SALVAGE TITLE,Столкновение,Повреждение передней части,Повреждение ходовой части,Автоматическая,NORTH LAS VEGAS, NEVADA
2002 Subaru Forester L,$ 525 USD,1,JF1SF63582H753416,102 581 mi(подтвержден),15.05.2024 19:00 UTC,2.5l 4,,Синий,Бензин,Полный привод,Ключи присутствуют,заводится и едет,$ 9 155 USD,$ 0 USD,OR - SALVAGE TITLE CERTIFICATE,Столкновение,Повреждение передней части,Повреждение задней части,Автоматическая,PORTLAND, OREGON
2011 Honda Cr-v Exl,$ 4 350 USD,1,JHLRE4H71BC029254,90 606 mi(подтвержден),15.05.2024 17:00 UTC,2.4l 4,,Черный,Бензин,Полный привод,Ключи присутствуют,заводится и едет,$ 386 USD,$ 9 650 USD,TN - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,,Автоматическая,LEBANON, TENNESSEE
2021 Ram Promaster City,$ 1 100 USD,1,ZFBHRFAB2M6T84946,,15.05.2024 16:00 UTC,2.4l 4,,Белый,Бензин,передний привод,Ключи присутствуют,улучшенные транспортные средства,$ 29 253 USD,$ 24 125 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Повреждение стороны,Автоматическая,RANCHO CUCAMONGA, CALIFORNIA
2014 Honda Accord Lx,$ 3 700 USD,2,1HGCR2F38EA048168,101 912 mi(подтвержден),15.05.2024 17:00 UTC,2.4l 4,,Черный,Бензин,передний привод,Ключи присутствуют,двигатель запускается,$ 11 129 USD,$ 10 925 USD,TN - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Повреждение задней части,Автоматическая,LEBANON, TENNESSEE
2006 Honda Cr-v Ex,$ 1 800 USD,1,JHLRD78896C042191,166 341 mi(подтвержден),15.05.2024 19:00 UTC,2.4l 4,,Серебряный,Бензин,Полный привод,Ключи присутствуют,заводится и едет,$ 0 USD,$ 7 100 USD,CA - SALVAGE CERTIFICATE,Вандализм,Вандализм,,Автоматическая,MARTINEZ, CALIFORNIA
2011 Toyota Sienna Le,$ 2 000 USD,3,5TDKK3DC9BS003391,,15.05.2024 19:00 UTC,3.5l 6,спортивная версия,Белый,Бензин,передний привод,,улучшенные транспортные средства,$ 0 USD,$ 9 675 USD,CA - CERT OF TITLE-SALVAGED,Дилерские услуги Copart,Повреждение стороны,,Автоматическая,SUN VALLEY, CALIFORNIA
2020 Honda Pilot Ex,$ 9 800 USD,1,5FNYF5H36LB027108,50 087 mi(подтвержден),15.05.2024 19:00 UTC,3.5l 6,,Синий,Бензин,передний привод,Ключи присутствуют,заводится и едет,$ 0 USD,$ 24 700 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение задней части,,Автоматическая,MARTINEZ, CALIFORNIA
2008 Hyundai Elantra Gls,$ 900 USD,1,KMHDU46D08U332656,143 792 mi,15.05.2024 19:00 UTC,2.0l 4,,Синий,Бензин,передний привод,Ключи присутствуют,заводится и едет,$ 0 USD,$ 5 075 USD,NV - CERTIFICATE OF TITLE,Неизвестно,Незначительная вмятина/царапины,,Автоматическая,NORTH LAS VEGAS, NEVADA
2013 Gmc Terrain Slt,$ 1 250 USD,1,2GKFLVEK5D6246956,125 908 mi(подтвержден),15.05.2024 19:00 UTC,2.4l 4,4-дверный спорт,Белый,Этанолосодержащий бензин,Полный привод,Ключи присутствуют,,$ 10 793 USD,$ 9 525 USD,MN - CERT OF TITLE-SALVAGE,Столкновение,Повреждение передней части,,Автоматическая,NORTH LAS VEGAS, MINNESOTA
2000 Nissan Frontier King Cab Xe,$ 1 550 USD,1,1N6DD26S8YC371828,219 303 mi,15.05.2024 17:00 UTC,2.4l 4,,Желто-коричневый,Бензин,задний привод,Ключи присутствуют,заводится и едет,$ 5 429 USD,$ 0 USD,LA - CERT OF TITLE-SALVAGE,Столкновение,Повсюду,,Автоматическая,NEW ORLEANS, LOUISIANA
2023 Toyota Corolla Le,$ 13 400 USD,1,5YFB4MDE2PP051882,11 978 mi(подтвержден),15.05.2024 16:00 UTC,2.0l 4,,Белый,Бензин,передний привод,Ключи присутствуют,заводится и едет,$ 0 USD,$ 23 725 USD,FL - CERTIFICATE OF TITLE,Аренда,Повсюду,,Автоматическая,MADISONVILLE, FLORIDA
2006 Chevrolet Express G2500,$ 150 USD,1,1GCGG292861132310,,15.05.2024 16:00 UTC,6.6l 8,,Белый,Дизель,задний привод,Ключи присутствуют,улучшенные транспортные средства,$ 11 846 USD,$ 9 975 USD,NV - SALVAGE TITLE,Столкновение,Повреждение передней части,,Автоматическая,NORTH LAS VEGAS, NEVADA
2015 Maserati Ghibli,$ 5 700 USD,2,ZAM57XSA3F1148853,134 246 mi(подтвержден),15.05.2024 19:00 UTC,3.0l 6,4-дверный седан,Белый,Бензин,задний привод,,улучшенные транспортные средства,$ 0 USD,$ 0 USD,NV - CERTIFICATE OF TITLE (P),Дилерские услуги Copart,Незначительная вмятина/царапины,,Автоматическая,NORTH LAS VEGAS, NEVADA
2016 Chevrolet Silverado K2500 Heavy Duty Lt,$ 8 200 USD,4,1GC1KVE82GF272826,,15.05.2024 19:00 UTC,6.6l 8,пикап экипажа,Белый,Дизель,4х4 с задним приводом,Ключи присутствуют,двигатель запускается,$ 38 385 USD,$ 29 550 USD,WA - BILL OF SALE,Столкновение,Повсюду,,Автоматическая,AIRWAY HEIGHTS, WASHINGTON
2006 Hyundai Sonata Gls,$ 375 USD,1,KMHEU46C36A075888,165 191 mi(подтвержден),15.05.2024 19:00 UTC,2.4l 4,4-дверный седан,Белый,Бензин,передний привод,Ключи присутствуют,заводится и едет,$ 6 244 USD,$ 4 600 USD,OR - SALVAGE TITLE CERTIFICATE,Столкновение,Повреждение задней части,,Автоматическая,PORTLAND, OREGON
2007 Chevrolet Suburban C1500,$ 2 000 USD,1,3GNFC16017G139727,352 315 mi,15.05.2024 17:00 UTC,5.3l 8,,Белый,Этанолосодержащий бензин,задний привод,Ключи присутствуют,заводится и едет,$ 0 USD,$ 8 075 USD,LA - CERTIFICATE OF TITLE,Пожертвование,Незначительная вмятина/царапины,,Автоматическая,NEW ORLEANS, LOUISIANA
2013 Hyundai Sonata Se,$ 1 800 USD,3,5NPEC4AC7DH798292,95 646 mi(подтвержден),15.05.2024 19:00 UTC,2.4l 4,,Белый,Бензин,передний привод,Ключи присутствуют,заводится и едет,$ 0 USD,$ 6 400 USD,CA - CERT OF TITLE OR SALVAGE ACQ,Конфискат,Повсюду,Механическое повреждение,Автоматическая,MARTINEZ, CALIFORNIA
2011 Ford Econoline E150 Van,$ 100 USD,3,1FTNE1EW8BDA94120,202 483 mi(подтвержден),15.05.2024 16:00 UTC,4.6l 8,грузовой фургон,Белый,Бензин,задний привод,Ключи присутствуют,двигатель запускается,$ 6 540 USD,$ 11 600 USD,WA - BILL OF SALE,Столкновение,Повреждение передней части,Повреждение стороны,Автоматическая,PASCO, WASHINGTON
2018 Nissan Versa S,$ 925 USD,1,3N1CN7AP5JL810444,87 296 mi(подтвержден),15.05.2024 17:00 UTC,1.6l 4,,Серый,Бензин,передний привод,Ключи присутствуют,заводится и едет,$ 14 824 USD,$ 10 400 USD,LA - CERT OF TITLE-SALVAGE,Материальный ущерб,Повреждение передней части,Повреждение стороны,Автоматическая,NEW ORLEANS, LOUISIANA
2013 Mazda 3 I,$ 975 USD,1,JM1BL1LP5D1725088,100 851 mi(подтвержден),15.05.2024 17:00 UTC,2.0l 4,,Угольный,Бензин,передний привод,Ключи присутствуют,заводится и едет,$ 5 901 USD,$ 9 850 USD,TN - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,,Механическая,LEBANON, TENNESSEE
2002 Honda Accord Ex,$ 550 USD,1,1HGCG16532A054635,139 155 mi(подтвержден),15.05.2024 19:00 UTC,3.0l 6,,Бежевый,Бензин,передний привод,Ключи присутствуют,заводится и едет,$ 7 316 USD,$ 0 USD,OR - SALVAGE TITLE CERTIFICATE,Столкновение,Повреждение передней части,,Автоматическая,PORTLAND, OREGON
2004 Chrysler Pt Cruiser Touring,$ 350 USD,1,3C4FY58B24T205916,120 758 mi(подтвержден),15.05.2024 19:00 UTC,2.4l 4,,Красный,Бензин,передний привод,Ключи присутствуют,заводится и едет,$ 7 985 USD,$ 5 900 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение задней части,,Автоматическая,MARTINEZ, CALIFORNIA
2013 Hyundai Elantra Gls,$ 2 300 USD,1,5NPDH4AE7DH161353,168 887 mi(подтвержден),15.05.2024 19:00 UTC,1.8l 4,,Серебряный,Бензин,передний привод,Ключи присутствуют,заводится и едет,$ 0 USD,$ 7 125 USD,AZ - CERTIFICATE OF TITLE,Неизвестно,Незначительная вмятина/царапины,,Автоматическая,PHOENIX, ARIZONA
2010 Toyota Scion Xd,$ 1 700 USD,1,JTKKU4B42AJ052299,197 535 mi(подтвержден),15.05.2024 19:00 UTC,1.8l 4,,Черный,Бензин,передний привод,Ключи присутствуют,заводится и едет,$ 0 USD,$ 7 225 USD,MT - CERTIFICATE OF TITLE,Неизвестно,Нормальный износ,,Автоматическая,PHOENIX, MONTANA
2008 Nissan 350z Coupe,$ 7 900 USD,1,JN1BZ34E68M751424,141 985 mi,15.05.2024 17:00 UTC,3.5l 6,купе,Черный,Бензин,задний привод,Ключи присутствуют,улучшенные транспортные средства,$ 12 479 USD,$ 10 325 USD,TN - CERTIFICATE OF TITLE,Столкновение,Повреждение передней части,,Механическая,LEBANON, TENNESSEE
2001 Dodge Dakota,$ 125 USD,3,1B7GG22N81S184706,194 961 mi(подтвержден),15.05.2024 19:00 UTC,4.7l 8,,Серебряный,Бензин,4х4 с задним приводом,Ключи присутствуют,двигатель запускается,$ 4 403 USD,$ 0 USD,WA - BILL OF SALE,Столкновение,Повреждение ходовой части,Повреждение передней части,Автоматическая,AIRWAY HEIGHTS, WASHINGTON
2023 Ford Transit T-350,$ 15 700 USD,1,1FTBW3X80PKB67154,1 244 mi,15.05.2024 16:00 UTC,3.5l 6,,Белый,Бензин,задний привод,Ключи присутствуют,заводится и едет,$ 45 191 USD,$ 62 900 USD,OR - SALVAGE TITLE CERTIFICATE,Столкновение,Повреждение задней части,,Автоматическая,PORTLAND, OREGON
2007 Toyota Fj Cruiser,$ 7 100 USD,1,JTEBU11FX70073114,171 192 mi(подтвержден),15.05.2024 17:00 UTC,4.0l 6,4-дверный спорт,Серебряный,Бензин,4х4 с задним приводом,Ключи присутствуют,заводится и едет,$ 15 753 USD,$ 12 150 USD,TN - CERTIFICATE OF TITLE,Столкновение,Повреждение стороны,,Автоматическая,LEBANON, TENNESSEE
2009 Audi A4 Premium Plus,$ 1 400 USD,1,WAUSF78K19N024553,181 135 mi(подтвержден),15.05.2024 19:00 UTC,2.0l 4,,Белый,Бензин,Полный привод,Ключи присутствуют,заводится и едет,$ 0 USD,$ 4 625 USD,AZ - CERTIFICATE OF TITLE,Неизвестно,Повреждение передней части,Повреждение задней части,Автоматическая,PHOENIX, ARIZONA
